User,Comment Date,Comment
پریسا ممبینی,۱۴۰۰-۰۱-۱۲,این کرم به خوبی پوست رو آبرسانی میکنه ، به پوست حالت چربی نمیده و کاملا مرطوب میکنه ، با توجه به زمانی که لازمه تا جذب بشه ماساژ صورت رو هم میشه توی این بازه ی زمانی انجام داد ، با توجه به قیمتش به صرفه هست .
پریسا ممبینی,۱۴۰۰-۰۱-۱۲,این کرم به خوبی پوست رو آبرسانی میکنه، به پوست حالت چرب بودن نمیده ، زود جذب میشه ، بوی خیلی خوبی داره اما اونقدری تیز نیست که چشم آدم رو اذیت کنه ، با توجه به قیمتش به صرفه هست
شیما قوامی,۱۳۹۹-۰۹-۱۸,محصولات ژوت واقعا با کیفیت و عالی هستن من که خیلی راضی ام
آیدا عطارد,۱۳۹۹-۰۹-۱۵,آبرسان بسیار قوی و موثری هستش مخصوصا برای پوست های خشک و آب و هوای خشک با توجه به قیمت و ایرانی بودن محصول کیفیت خیلی خوبی داره
شیرین حاج محمدی,۱۳۹۹-۰۹-۰۳,من این کرم رو نزدیک ۲ ماهه دارم استفاده میکنم، نسبت به قیمتش خوب بوده، پوست رو اصلا چرب نمیکنه و سریع جذب میشه و ماندگاری بالایی داره ، رایحه خوبی هم داره، من راضی بودم
سوما قادری,۱۴۰۱-۰۲-۲۷,کیفیت متوسط داره، نه خیلی عالی و نه ضعیف، ولی برای کسی که موهاش چربه مناسبه چون مو دیرتر چرب میشه
سوما قادری,۱۴۰۱-۰۲-۱۱,شامپو معمولا توی مرور زمان خودشو نشون میده ولی چون فاقد سولفات و پارابن هستش خوبه
فروزان دانیالی,۱۴۰۰-۰۴-۰۳,خیلی عالیه واقعا یکی از بهترین شامپوها برای استفاده است
مریم السادات شهشهانی,۱۴۰۱-۰۶-۱۰,خیلی ازش راضی هستم رایحه با ماندگاری بالا و ملایم و شیک
مينا درويش,۱۳۹۹-۰۵-۰۲,این محصول واقعا خوب و عالی بود
شیوا وکالتی,۱۴۰۱-۰۲-۲۳,دیروز سفارشام برام رسید این اسکراب هم توشون بود هنوز پلمپشم باز نکردم و‌نصفس :|
شیوا کاخا,۱۴۰۰-۰۹-۱۵,اسکراب فوق العاده ای هست خیلی لایه برداری خوبی داره و به مرور باعث روشنی پوست میشه
مهرناز منصوریان,۱۳۹۹-۰۹-۱۶,بیشتر از همه بوش خیلی دوست دارم و واقعا پوست نرم می کنه
سویل عبدالمحمدیان,۱۴۰۱-۰۳-۱۷,خیلی قوام سفتی داره درشم سخت باز میشه
رویا زادخواست,۱۴۰۱-۰۲-۲۴,هیدرودرم کلا محصولات خوبی داره من این مدل رو دارم و راضیمتنها عیبی که داره اینه که درش به سختی باز میشه البته شاید این یه دونه اینجوری باشه ولی کیفیتش خوبه
فاطمه علنچری,۱۴۰۰-۱۲-۲۹,در یک کلام بسته بندیش افتضاحه.حتی یک بار هم نتونستم استفاده کنم ،😓
سید علویان,۱۴۰۰-۱۱-۲۰,من پاییز و زمستان پوست لبم خشک و ترک میزد به توصیه دوستان تهیه کردم و راضی بودم خوبه استفاده کنید و رنگ نداره و سریع جذب میشه نگران نباشید
یگانه جلیلی,۱۴۰۰-۰۳-۲۴,این بالم لب رو به توصیه پزشکی گرفتم و عالیه
مریم لطفی,۱۳۹۹-۰۹-۱۶,بسیار سبکه ، چربی ناخوشایند و زیاد نداره روی لب ، نرمی و لطافت خوبی میده و تو پاییز که لب خیلی خشک میشه اگه مرتب استفاده بشه لبو مرطوب و زیبا نگه میداره من مرتب استفاده میکنم😊🤩
صمدی,۱۳۹۹-۰۹-۱۶,مدتیه از این بالم استفاده میکنم. نکته ی مثبتش ضدآفتاب بودنشه که معمولا در بالمهای دیگه وجود نداره. فاقد عطر و بو ی خاصیه
سروه احمدی,۱۴۰۰-۰۹-۱۵,یه ماسک موی بدون سولفات میخچاستم که تو سایت شما این ماسک رو دیدم و با توجه به نظرات خریدم و تا الان راضیم موها رو نرم و لطیف میکنه بوش هم بد نیست ولی مال من مثله این عکس درپوشش پمپی نیست
فرانک علاییان,۱۴۰۰-۰۵-۲۴,ماسک مو خوبیه نرم میکنه موهارو ولی بوی خوبی نداره بخاطر همین دیگ مصرف نمیکنم
سارینا پوربنا,۱۴۰۰-۰۱-۱۳,من موهام وز شده بود بخاطر رنگ مو و طی مدتی که از محصول استفاده کردم داخل یک ماه تاثیرشو دیدم و واقعا برای من مفید بود و موهام نرم تر شد نسبت به قبل و قیمتش هم مناسبه
غزل اسماعیلی,۱۳۹۹-۰۹-۱۷,خیلی خوبه واقعاااا👌🏻👌🏻 اصلا موهارو چرب نمیکنه ، بوی خیلی تندی هم نداره که اذیت کنه، موهای من خیلی وز وز میشد بعد حموم ولی اینو که میزنم خیلی نرم و خوب میشه
مهدیه بصیری,۱۳۹۹-۰۹-۱۶,دنبال ماسک موی بدون سولفات بودم ک این برن رو از رژا پیدا کردم. از خریدم راضی بودم، بین ماسک موهای بعد از حمام ایرانی کاملا قابل قبوله، حس سنگینی و چربی هم نداره
بهناز نيازپور,۱۳۹۹-۰۹-۱۵,واقعا ماسك خيلي خوووبيه پيشنهاد ميكنم حتما بخريد هم بو عالي داره و هم موهارو نرم ميكنه اصلا وز نميكنه
آرزو شاهرخی,۱۳۹۹-۰۹-۱۶,این ادکلن رو من برای همسرم هدیه گرفتم ، بسیار بوی شیک و با کلاسی دارد ، ماندگاری بالا و پخش بو عالی
میلاد آشفته,۱۳۹۹-۰۹-۱۶,سلام واقعا این ادکلن پیشنهاد میکنم خیلی خیلی خاصه و قیمتی که الان شده خیلی خوبه مرسی روژاااا
محمد پناهی,۱۳۹۹-۰۷-۱۵,عالی.ولی نمیدونم چرا هرروز گرون میشه
مریم اشجعی,۱۴۰۰-۰۵-۳۱,از این محصول استفاده میکنم، باتوجه به نوع پوستم تاثیر چندانی نداشت.
پریسا کیماسی,۱۴۰۰-۰۳-۲۵,این کرم روشن کنندگی خوبی داره و تا حدودی لکه هارو کمرنگ تر میکنه ، زود جذبه اما بوی نسبتا ناخوشایندی داره که بعد از چند لحظه بوش از بین میره .
مریم کشاورزی,۱۴۰۰-۰۱-۱۴,کیفیت محصولات سینره عالیه خوشحالم که یه برند ایرانی انقدر عالی و موفقه
فاطمه توکلی,۱۳۹۹-۰۹-۱۶,من این محصول رو خریداری کردم تاثیرش خوبه به شرطی که مرتب استفاده بشه،بافت سبک و خوبی داره وسریع جذب میشه
حانیه اله یاری,۱۴۰۱-۰۳-۰۶,از بهترین سرم هایی که استفاده کردم باعث درخشندگی مو میشه و مو رو چرب نمیکنه حجم بالایی داره دو سه قطره برای کل موها کافیه
سابرینا اکبری,۱۴۰۰-۱۲-۲۹,کیفیتش خیلی خوب بود ولی روژا واسه من شکسته اش رو ارسال کرد و بعد یک‌ روز ازم پسش گرفتن و دیگه هم جایگزینش رو ارسال نکردند واسه همین نتونستم استفاده کنم . لطفا یا کالا رو درست ارسال کنید یا اگه نمیتونید راه حلی واسش در نظر بگیرید ‌.
زینب حسینی,۱۴۰۰-۰۹-۲۵,این سرم فوق العاده س از وقتی استفاده می کنم هیچ گره ای تو موهام ایجاد نمیشه موهام را نرم و لطیف می کنه و باعث صافی موهام شده بعد از حمام که موها رطوبت داره باید استفاده بشه که اثرش را بشه مشادهده کرد
Narges Nabilou,۱۴۰۰-۰۹-۱۵,این سرم مو خیلی خوبه، موها رو صاف و خوش حالت میکنه، من که ازش راضیم
حانیه اله یاری,۱۴۰۰-۰۹-۱۳,خیلی خیلی ازش راضی ام موها رو خیلی خوب نرم میکنه و از وزی مو کم میکنه اما کاملا صاف نمیکنه و اصلا موها رو چرب نمیکنه و خیلی غلیظ هم هست.
نسترن جوراب دوز,۱۴۰۰-۰۲-۰۸,این روغن واقعا خوبه مو هارو لخت میکنه و از وزی در میاره
Aynaz Hassani,۱۳۹۹-۰۹-۲۴,من قبلا سرم موهایدیگه ای گرفتم اما از هیچ کدوم مثل این راضی نبودم واقعا عالی بود من که عاشقش شدم
زهرا کشاورزی,۱۴۰۰-۱۱-۱۸,از این کرم استفاده کردم و واقعا راضی بودم، پوستم رو چندین درجه روشن‌تر کرد، بافت ژله‌ای و سبکب داره ولی بعد از استفاده یه حالت چسبناکی رو به پوست میده که بعد از چند دقیقه اون حالت هم از بین میره، در کل راضی بودم 👌🏻
الهام خرسند,۱۴۰۰-۰۳-۲۵,واسه قوزک پام استفاده میکنم و نتیجه گرفتم البته باید مداوم تر استفاده کنم
طاهره کدیور,۱۴۰۰-۰۱-۱۴,قبلا از این کرم استفاده کردم بافت سبکی داره و زود جذب میشه چندین درجه پوستم رو روشن و شفاف کرد ولی بعد از اینکه استفاده کردن ازش رو متوقف کردم،پوستم به حالت قبل برگشت در کل راضی بودم از این محصول
Sara Farman,۱۳۹۹-۰۹-۱۶,اول ک حجمش میزنه تو ذوق ادم چون خیلی کوچیکه ولی تاثیرش عالیه و به مرور تاثیر میزاره خیلی خوبه
Sara Farman,۱۳۹۹-۰۹-۱۶,اول ک حجمش میزنه تو ذوق ادم چون خیلی کوچیکه ولی تاثیرش عالیه و به مرور تاثیر میزاره خیلی خوبه
نیلوفر حجازی,۱۴۰۱-۰۶-۰۶,دست رو خوب نرم میکنه و چرب نیست و زود جذب هستش برای برادرم خریدم راضی بود
آرمان یاقوتی نیت,۱۴۰۱-۰۶-۰۳,حجم زیادی داره خیلی زود جذب میشه بوی خوبی داره چرب و سنگین نیست
الهام بهشتی,۱۴۰۱-۰۶-۰۳,برای همسرم خریدم و راضی هستش سنگین نیست و زود جذب میشه
مهسا محمودی,۱۴۰۰-۰۹-۱۵,کرم خوبیه حجمش زیاده بوش هم مناسبه آقایونه،نرم کنندگیه مطلوبی داره
زهرا ممدوحی,۱۴۰۰-۰۹-۱۴,برای کسی خریدم و خلی راضی بود ازش
زهرا رسانه,۱۴۰۰-۰۵-۲۴,بهترین هدیه هست واسه اقایون. من هم کرم مرطوب کننده و ظل شست و شو و افترشیو رو خریدم . واقعا راضی هست .
رضا فراهانی,۱۴۰۰-۰۳-۲۴,بنظرم یه ترکیبی خیلی عالی شده همه چیز داره با کیفیت خوب دیگ‌چی میخوای.من یکی خریدم ححمش خوبه تموم نشده هنوز
مهسا جم آذری,۱۴۰۰-۰۱-۱۱,برای آقایون کاملا خوبه
سحر آریاخصال,۱۳۹۹-۱۰-۰۶,همسر من خیلی سخت گیره اصلا کرم نمیزنه ولی از این خیلی خوشش اومد. خیلی خوب بود.
حسین خرم,۱۳۹۹-۰۹-۲۱,واقعا کرم عالی هست و اجازه نمیده پوست شما خشک باشه هم نرم کننده هست و هم ضد آفتاب البته اینم بگم که مناسب پوست آقایان هست
نیلوفر مازوجی,۱۳۹۹-۰۹-۱۸,کرم بسیار خوبیه چربی زیادی داره ولی اصلا احساس نمیشه و زود جذب میشه بوی خوبی داره و رطوبت دست رو به خوبی نگه میداره
نیلوفر حجازی,۱۳۹۹-۰۵-۱۴,بسیار عالیه فاقد چربیه زود جذب میشه و رایحه ی خوبی داره
سید علی احمدزاده,۱۴۰۰-۰۹-۱۷,ضد آفتاب نئودرم بی رنگ با توجه به قیمت آن برای استفاده روزانه و در منزل و محل کار و روزهای پاییز و زمستان مناسب می باشد. برای تابستان که آفتاب شدیدتر است به نظر من به ضد آفتاب قوی تری نیاز است. ابتدای استفاده رد سفیدی روی پوست باقی می ماند اما پس از گذشت 5-10 دقیقه اثری از سفیدی باقی نمی ماند. برای پوست خشک خیلی مناسب است اما به نظرم برای پوست چرب مناسب نیست البته پوست من نرمال است و حالت چربی تا یک ساعت تنها می ماند و جوش نزدم. برای دور چشم مناسب نیست باعث سوزش زیاد می شود.
هدا صادقیان,۱۴۰۰-۰۵-۲۴,محصولات نئودرم خیلی خوبن. من این آفتاب رو دارم و راضیم فقط تا نیم ساعت بعد زدن کمی صورتم غرق می کنه
حانیه عبدی,۱۴۰۰-۰۳-۲۵,بوی خوبی داره و نسبتا زود جذب میشه(پوستم نرمال مایل به خشک) به نطرن یکم رو موست برق میندازه اما در کل کرم خوبیه ازش راضی بودم‌‌.
پریسا کیماسی,۱۴۰۰-۰۳-۲۵,من این ضد آفتاب رو دوست دارم و برای پوست خشک من خیلی خوبه ،بعد از استفاده روی صورت برق میندازه که‌من باش مشکلی نداری ،سبک و زود جذبه ،اصلا پیل نمیشه ،فقط احساس میکنم محافظتش اونقدر بالا نیست چون یکم روی گونه هام بعد استفاده ازش زیر نور آفتاب قرمز میشه
عارفه,۱۳۹۹-۰۹-۲۲,محصولات نئودرم کیفیت خوبی دارن. این ضد آفتاب هم از قاعده مستثنا نیست و برای پوست مختلط هم کارسازه. بدون چربیه و حس سنگینی نداره. بعد از استفاده تا چندین دقیقه اول، خیلی خیلی کم پوست رو سفیدتر میکنه که بعضا دوست ندارن
M Gh,۱۳۹۹-۰۹-۱۹,محصولات نئودرم دریک کلام فوق العاده است ومن هرچی ازشون خریدم راضی بودم این ضدافتابم اصلا چرب نبود و روی پوستم حالت سفیدی وگچی نداشت وحس میکنم بعدیکماه استفاده پوستمو روشن ترکرده درکل عالی
سونیا نوعدوست,۱۳۹۹-۰۹-۱۶,خیلی خوبه واسه پوست چرب قشنگ زود جذب میشه و سبکه
منصوره ملاح,۱۳۹۹-۰۹-۱۶,خوب بود.
فاطمه جعفری قورتانی,۱۳۹۹-۰۹-۱۶,این محصول مناسب پوست های خشک و حساس و معمولی هست که من استفاده کردم راضی بودم و باز هم تمدید میکنم.
نگین زوار,۱۳۹۹-۰۹-۱۶,من این ضد آفتاب رو همیشه میخرم خیلی خوبه زود جذب میشه خیلی چرب نیست بوش خوبه تاحالا بهترین ضدآفتابه من بوده توی قیمت مناسبا
حدیث قیسوندی,۱۳۹۹-۰۹-۱۶,بنظرم خیلی خوب رو پوست میخوابه
ثمانه محمدیان,۱۴۰۱-۰۳-۰۹,کیفیت پایین-سفت - بوی وازلین میده
ثمانه محمدیان,۱۴۰۱-۰۳-۰۸,اصلا توصیه نمیکنم.بوی وازلین میده و بسیار سفته به زور باید روی لب بکشی و نرمی از خودش به جا نمیزاره ...
ياسمين يوسفي مقدم,۱۴۰۱-۰۲-۳۱,کاملا بی رنگ و برای آقایون هم مناسب هستش من برای همسرم میگیرم و خیلی راضی هستش
سولماز سعیدی نژاد,۱۴۰۱-۰۲-۲۶,من این محصول رو خیلییی ساله دارم استفاده میکنم و واقعا ازش راضی هستم فقط هربار که میخرم باید با قیمت بالاتر نسبت به قبل بخرم خیلی زود به زود قیمتش میره بالا
سولماز سعیدی نژاد,۱۴۰۱-۰۲-۲۶,این مرطوب کننده خیلییییی خوبه من خیلیی ساله دارم استفاده میکنم و خیلی راضی ام ولی هربار که میخرمش بایه قیمت جدید میخرم خیلی زود به زود قیمتش میره بالا
سولماز سعیدی نژاد,۱۴۰۱-۰۲-۲۵,من خیلیییییی ساله دارم استفاده میکنم خیلی خوبه مرطوب کننده خوبیه من به همه پیشنهاد میکنم
شیوا کاخا,۱۴۰۰-۰۹-۱۵,واقعا بافت عالیی داره خیلی لب رو نرم میکنه و به مرور پوسه پوسته های لب رو درمان میکنه و بوی فوق العاده ای داره
زینب حسینی,۱۴۰۰-۰۹-۱۵,این بالم لب را من به توصیه مشاوران خوب و برجسته روژا تهیه کردم که اثری فوق العاده تو ترمیم خشکی لبم داشته و بسیار راضیم
فاطمه محمودی,۱۴۰۰-۰۵-۲۶,من خیلی راضی نبودم ازش انتظاراتم رو برآورده نکرد از یک بالم لب
مرضیه سادات,۱۴۰۰-۰۳-۲۳,لبم به خاطر استفاده از دارو ضد جوش خیلی خشک شده بود و این رو که گرفتم و روزی سه بار استفاده کردم واقعا بهتر شد، دیگه هم لبم زخم نشد.
شقایق جهانگرد,۱۴۰۰-۰۲-۰۸,بچه ها اینا ترکیبات مغذی خوبی دارن ک قبل از خواب هر شب استفاده کنید تاثیرشو می بینید.و برای رژهایی ک خیلی خشکند قبلش یه لایه ی نازکی با انگشت یا براش بزنید بعنوان پرایمر
مهسا راهنو,۱۳۹۹-۰۹-۱۷,من اوایل ۹۹این رو گرفته بودم ۶ماه هرشب استفاده کردم تازه الان تموم شده،کمی روی لب سنگینه باید ۱ لایه زده بشه که زیاد غلیظ نباشه نسبت به قیمتش عالیه
اروشا افخمی,۱۳۹۹-۰۹-۱۶,از نظر حفظ رطوبت و چربی لب خوب است. بافت متراکمی دارد و موقع زدن باید خیلی روی لب فشار داد که باعث میشود مقدار زیادی از آن روی لب بماند. برای قبل از آرایش خیلی مناسب نیست.
زهرا قهرمانی,۱۳۹۹-۰۹-۱۶,من ۲ بار از این برند استفاده کردم واقعا لبارو نرم نگه میداره . حتی گاها بعداز ایتفاده و برق ملایمی که داره از رژ لب استفاده نمیکنم دیگه
ریحانه رحمتی پور,۱۳۹۹-۰۵-۰۲,سلام، من 4 عدد از این محصول رو استفاده کردم با محصولات مشابه خارجی برابری میکنه و پوست لب رو کاملا نرم و ترمیم میکنه بافت غلیظ داره و بهتر هست شب ها استفاده بشه. من ازش خیلی راضی بودم
موسی میرحسینی,۱۳۹۹-۰۵-۰۲,لب رو نرم میکنه ولی روی لب سنگینه و برای قبل ارایش خوب نیست
موژ کوه,۱۴۰۱-۰۹-۲۵,من از محصولات هیدروم برای جوش راضی بودم باید مداوم استفاده بشه درمانی نیست اما کنترل میکنه ضد آفتاب دیر روی پوست میخوابه زیرش حتما مرطوب کننده بزنید توی این مدت احساس میکنم پوستم بهتر شده از ۱۰ بهش ۷ میدم
کبری بهداروندی,۱۴۰۱-۰۶-۰۴,من بعد از چندماه استفاده نظرمو اصلاح میکنم پوست رو کمی خشک میکنه اما در کنترل چربی پوست واقعا موثره . چربی پوستم کنترل شد . شوینده های دیگه ای امتحان میکنم اما اینو هم همیشه شارژ میکنم
مرضیه پژوهش,۱۴۰۱-۰۵-۰۸,من ۴دورس ازش استفاده میکنم بسیارراضیم صورت وتمیزوشفاف میکنه منی که زیادجوش میزنم جوشاموکنترل کرده
کبری بهداروندی,۱۴۰۱-۰۳-۰۳,پوست رو به خوبی تمیز نمیکنه و در عین حال که بعد از استفاده مخصوصا اگه دو بار برای تمیزی بهتر از فوم استفاده کنم خشک و پوسته ای میشه صورتم . راضی نیستم و شارژ نمیکنم اما بعد از استفاده چربی صورتم کمتر شده
مریم ف,۱۴۰۰-۰۹-۲۴,شوینده ملایم و خوبی هست و فکر کنم دوباره شارژش کنم . تنها ایرادش پمپش بود که خراب بود. از بقیه شنیدم که انگار همه این مشکل رو برای این محصول دارند.
سمانه اکبری,۱۴۰۰-۰۳-۳۰,این فوم عالیه برای بار دوم شارژش کردم
مهسا نهاوندی نژاد,۱۴۰۰-۰۳-۲۳,یه بوی خاصی میده که من اصلا دوست نداشتم، بعد از استفاده هم پوست رو‌ خشک میکنه
مهدیه بصیری,۱۳۹۹-۰۹-۱۶,فوم فوق العاده سبکیه، خوشبو و خوب تمیز میکنه.
طیبه عباسیان,۱۴۰۱-۰۴-۰۷,خوبه چشم رو نمیسوزونه
سانای جعفری,۱۴۰۰-۱۱-۲۵,تموم که بشه باز میگیرم
ملیکا علیپور,۱۴۰۰-۰۴-۳۰,من بار سوم هست ک شارژ میکنم این محصولو کیفیت عالی داره عالیییییه ممنون روژا
سارا بوژمهران,۱۳۹۹-۰۷-۱۸,خیلی خوبه پاک کننده اش عالیه برای دورچشم ولبم استفاده میشه
الهه درفشي,۱۳۹۹-۰۱-۲۳,"pak konande va control charbiye kheily khubi bud,arayesham khub pak mikone"
کیمیا گلچین,۱۴۰۱-۰۵-۲۴,این محصول فووووق‌العادست،اصلا چشمام نسوخت،مناسب برای چشم‌های حساس
هانیه افضلی,۱۴۰۰-۰۵-۳۰,من ازش خیلی راضیم. قیمتش خوبه و واقعا ارایش چشم خیلی غلیظ رو هم به خوبی پاک میکنه. در کل برند این لی تا الان منو ناامید نکرده.
شیدا نجاتی,۱۴۰۰-۰۵-۲۴,من ازین محصول واقعا راضی هستم برای پاک کردن آرایش دور چشم بدون فشار دست کاملا آرایش رو پاک میکنه و دچار سوزش چشم هم نمیشه محصول خیلی خوبی هست و استفاده از اون رو توصیه میکنم
ملیکا علیپور,۱۴۰۰-۰۴-۳۰,من راضیم از کیفیتش بدون کشیدن و فشار دست راحت ارایش چشمو پاک میکنه
م علیمحمدی,۱۴۰۰-۰۱-۱۱,یه محصول ایرانی باکیفیت و قیمت مناسب سبکه و راحت آرایش چشم رو پاک میکنه قبلا از محلول دوفاز نیوا استفاده میکردم میشه گفت شبیه به کیفیت همونه
Mahshid Gh,۱۴۰۰-۰۱-۱۱,بصرفس، خیلی خوب ارایشو پاک میکنه حتی ضد اب، تنها بدی که داره خیلی چربه
ندا خلیلی,۱۳۹۹-۱۲-۲۳,عالیه ۔واقعا ازش راضی ام
همتا جوان,۱۳۹۹-۱۱-۱۲,برای پاک کردن ریمل های ضداب هم عالیه اصلا چشم رو سیاه نمیکنه و یه چربی مطلوبی داره
Rokhshid Khorshidi,۱۳۹۹-۱۰-۰۷,خیلی خوبه نسبت به قیمتش چشم رو نمی سوزونه و خوب پاک میکنه نسبت به محصولات مشابه که قیمتاشون بالاتر هست کارش عالیه
سنا ایپچی,۱۳۹۹-۰۹-۲۴,خیلی خوبه اصلا سوزش چشم ایجاد نمیکنه چربی قابل قبولی باقی میذاره و نسبت به کیفیتش قیمت خیلی خوبی هم داره
ساره بغدادآبادی,۱۳۹۹-۰۹-۱۷,من قبلا خریداری کردم و راضی هستم
آیدا آذرنیا,۱۳۹۹-۰۹-۱۶,واقعا برایش ارایش چشم مناسبه، منتها وقتی به دستم رسید خیلی کوچیک بود. در هر حال خوبه. ولی خیلی گرونه. بنطرم رژوا جنسای خوبه بزاره تو فروش ویژه هر چند وقت یکبار
عسل شمیم,۱۳۹۹-۰۵-۲۵,چشم من رو نسوزوند و قدرت پاک کنندگیش هم خوب بود. نسبت به قیمت در مقایسه با محصولات مشابه داخلی و خارجی خیلی راضی هستم.
آنسه بصیری,۱۳۹۹-۰۵-۱۰,بسیار خوب و ملایمه، چند بار به اشتباه پد آغشته به این محصول داخل چشمم رفته اما هیچ تحریکی ایجاد نکرده. به راحتی آرایش رو از سطح پوست پاک میکنه
کیانا سبزه ئی,۱۳۹۹-۰۵-۰۷,بعد از یکسال مصرف مداوم ، بنظرم از بهترین محصولات این شرکت هستش. با اینکه ایرانیه ولی هم پکیجینگ خوبی داره و هم راحت آرایش چشم و لب رو پاک میکنه. به هیچ عنوان بو نمیده. شاید یکم حس چربی بهتون بده که با یکم حوله یا دستمال مرطوب لطیف میتونید پاک کنید.
Rokhshid Khorshidi,۱۳۹۹-۰۵-۰۲,اولین بار که استفاده کردم نمیدونستم ایرانی هست کیفیتش خیلی خوبه قدرت حلالیت اش بالاست و چربی که روی پوست باقی می گذارد سبک است و نقطه ضعفی نداره
هدی محمدخانی,۱۳۹۹-۰۵-۰۲,ی محصول ایرانی با کیفیت من کاملا اتفاقی ازین سایت تهیه اش کردم اما الان داره تموم میشه و مجددا میخرم چون فوق العاده بود بشدت راحت آرایش چشممو باهاش پاک میکنم و نه مژه هام میریزه و نه مشکل نیروی دور چشم برام اتفاق میفته
هدا صادقیان,۱۴۰۰-۰۵-۲۵,قبلا استفاده می کردم. خوب آرایش دور چشم رو پاک می کنه. یه اثر چربی هم دور چشم باقی می گذاره که من بدم نمی اومد
حوریه عابدی,۱۴۰۰-۰۵-۲۴,قبل از شستشوی صورت از این محصول استفاده کنین. و بعد صورتتون رو کامل بشورین
مینا رمضانی,۱۴۰۰-۰۳-۲۳,از نظر پاک کنندگی خیلی خوبه و پوست رو خشک نمیکنه اما از خودش چربی بجا میذاره حتما باید بعدش صورت با ژل شستشو شست
Maryam Rezaei,۱۴۰۰-۰۱-۱۴,برای پاک کردن آرایش چشم واقعا چیز خوبیه اصلا چرب نمیکنه ولی بعدش حتما باید صورتتونو بشورین
Negar Mosavi,۱۳۹۹-۱۱-۰۷,چشم پاک کن دوفاز مای واقعا عالی بود . چون من تا به حال بسیاری از این پاک کننده های چشم را امتحان کردم ولی هیچ کدام به خوبی این پاک کننده نبودد. چون دور چشم را خشک نمیکنه و به راحتی ریمل و خط چشم را پاک میکنه .
Negar Mosavi,۱۳۹۹-۱۱-۰۷,بهترین پاکننده برای چشم هست . من تا حالا بسیاری از پاک کننده های چشم را استفاده کردم امااا به جرئت میگم ، این محصول مای واقعا خوبه . دور چشم را خشک نمیکنه و به راحتی ریمل و خط چشم را پاک میکنه.
شادی عابدی,۱۳۹۹-۰۹-۱۸,من ازين محصول براي پاك كردن ارايش چشم خيلي راضي بودم، خيلي راحت ارايش هاي ضداب رو پاك ميكنه و اصلا باعث سوزش چشم نميشه ، براي من باعث ايجاد ميليا هم نشد
ریحانه رحمتی پور,۱۳۹۹-۰۵-۰۲,سلام، من 2 عدد از این محصول رو مصرف کردم و ازش راضی بودم این محصول رو تکان داده تا دوفاز آن باهم مخلوط شوند روی پد آرایشی ریخته و روی چشم قرار بدید آرایش چشم و حتی ریمل حتی ضد آب رو بدون فشار اضافی و به سرعت پاک میکنه ولی چربی کمی به جا میزاره که بعد از مصرف باید با شوینده مخصوص چشم شسته بشه و اگر روی شوینده صورت نوشته شده باشه مناسب چشم ، با شوینده صورت هم میشه شسته بشه
فاطمه رسولی,۱۳۹۹-۰۵-۰۲,محصول خوبیه ارایش چشم رو خیلی راحت پاک میکنه
الهام قلعه قوند,۱۴۰۰-۱۱-۰۳,من هم این ریمل رو خشک از روژا تحویل گرفتم. کاملا مشخص بود که درش باز شده بود
فهیمه داودی,۱۴۰۰-۱۰-۰۷,بار دوم بود که این ریمل رو از روژا گرفتم برخلاف دفعه اول اینبار ریمل کاملا خشک بود یعنی حتی قابل یکبار استفاده هم نبود کاش روژا روی محصولاتی مثل ریمل بیشتر دقت کنه.
مرضیه بهامن,۱۴۰۰-۰۹-۱۵,خوبه بد نیست،ولی خیلی پژه هارو پرپشت و بلند نمیکنه،در اصل خیلی نصراله.برای آرایش روزانه خوبه
شهرزاد شیبانی,۱۴۰۰-۰۸-۲۵,سلام. تاریخ انقضای این محصول چه زمانیه؟ ای کاش تاریخ تولید و انقضاء همه ی محصولاتتون رو درج کنید تا با خیال راحت تری بشه
آناهیتا خزاعی,۱۳۹۹-۱۲-۰۸,مژه ها رو به خوبی حالت میده ، دوام خوبی داره، مژه ها رو سنگین نمی کنه و ریزش نداره
فریبا مرادی,۱۳۹۹-۰۹-۲۰,مژه رو بلند و پرپشت میکنه و اصلا نمی ریزه. مایع داخلش خیلی غلیظه .البته من فک میکردم ریمل صورتی نه مشکی
فریبا مرادی,۱۳۹۹-۰۹-۲۰,از خریدش راضی هستم مژهارو مشکی و پرپشت میکنه البته بسیار غلیظه و فکر میکنم زود تموم نمیشه
سرور شهشهانی,۱۴۰۱-۰۶-۰۵,من تکرار کردم خریدم رو و حس خوبی داره استفاده ازش
سیما مالدارتنها,۱۴۰۰-۱۱-۱۵,عااالیه..بدون بو..phهم مناسبه
فرشته طالب زاده,۱۴۰۰-۱۱-۱۳,خییییلی خوبه بافتش عالیه رطوبت رسانیش خوبه و اصلا حالت لزج و چسبناک نداره
ماریا نقیب,۱۴۰۰-۰۵-۲۹,خیلی خوبه هم حجمش هم ملایم بودنش،حساسیتی ایجاد نکرد چون من بدنم خیلی حساسه، قیمتش مناسب بود موقعی که من خریدم...در کل راضی بودم،موجود شد بخرید
نسیم زارع,۱۴۰۰-۰۳-۲۷,به نظرم ملایم و خوب هست و باعث تحریک پوستی و حساسیت نشد راضیم
