User,Comment Date,Comment
Bepis,"August 5, 2017","This Is my favorite pen along with the mangaka fine pen to use to outline my
copic drawings. These last quite a while and the nibs will wear down however
that does not bother me as it is still able to acheive such small lines."
inschoolink,"July 25, 2017","First time using a brush pen and I am so glad I picked this one to try.  I love
the level of hardness on the tip and it is really comfortable to hold.  Now I
want to order a box of them!"
marilynhernandez18,"July 11, 2017",Great pen hope to not over use it.
patchworx13,"June 26, 2017",I use these for lettering my comics - perfect!
otaolanicole,"June 25, 2017",really neat 
Cheeseburgers,"June 22, 2017","Not sure if I got a bad one in the batch but this was dried up and my lettering
was streaky as a result. "
fzhsummergo,"June 14, 2017",It is perfect for beginners!
plaspastic,"June 4, 2017",Very nice pen.
shandra.j.smith,"June 1, 2017",Really a nice performance and very affordable.
jojocopes,"June 1, 2017",Good pen. A good addition to brush lettering collection.
erikacacchione,"May 18, 2017","Great, one of my favorite felt-tip pens to use for a GOOD price. "
Mabuii808,"May 1, 2017","Best brush pen I bought.  Great for on the go. Very resilient, great for my line
work and detailed drawings "
Zane,"April 30, 2017","this brush pen is amazing! i can get extremely thin lines and broad strokes
easily!"
paulprofherbert,"April 17, 2017",Great pen. Would like a finer point and my pen was a little dried out.
jess.smiley,"April 12, 2017","This has become my go-to brush pen. I've recommended it to dozens of my friends
and enemies!"
rachelewheeler,"April 7, 2017","I don't have a lot of experience with brush pens, but I absolutely love this
one. It's firm, but in a good way. I can get varied line widths easily, but
still put down a very fine line without feeling like I'm just hovering and
hoping for the best. The tip isn't overly wet, but not nearly as dry as other
brush pens I've tried. It doesn't leave puddles - or anywhere close - and I
don't feel like I'm raking a desert when using toothy paper."
gina.middleton,"March 30, 2017",Great feel in the hand.  Looking forward to creating great things with this.
sketchingmonsters,"March 15, 2017","After reading so many great reviews, both Jetpens users and famous artists
alike, I decided to order the Zebra Disposable Brush Pen. And after numerous
tests, too numerous to count, I could not seem to get this pen to perform quite
as well as other users/reviewers. It seemed to be finicky about feathering and bleeding on all but the most porous
of papers. Before any person responds saying the tip died because I used the
wrong paper, please understand, I tried everything from Deleter paper to Arches
Hot Press Watercolor Paper before discovering on a Canson heavyweight Drawing
Paper (about 110 lb I believe) that would hold a fine enough ""usable"" line. And
once I did discover just the right type of paper, it's tip didn't last past a
simple 11"" x 17"" comic drawing. I truly wanted to love this pen, but I just couldn't attest to the durability or
quality of the tip. Please don't let my review throw you off if you'd like to
try this pen. I just wanted to share my experience out of honesty."
jandro.draws,"March 13, 2017",Really nice for deawing
paulinafricke,"March 11, 2017","Probably my favorite new pen. Love how precise and dark the ink is. Gives good
control, even on rougher paper, and makes nice bold, smaller lettering. I press
hard and the tip has definitely started to wear and tilt to one side but that is
likely due to user error, but something to keep in mind if you have a hard hand.
"
cayt27,"March 9, 2017","Love these Zebra disposable pens! I got one of each and they are perfect for my
drawings! I've used them in my watercolor paintings as well. This size was
perfect for the Christmas cards that I made this year - writes smooth on hot
press watercolor paper. Just give it a second to dry. This pen is in the top 5
of my drawing pens! "
heathwang7,"March 2, 2017","I much prefer the fine over the super fine. This one I guess is meant to lay in
small details as the ink can't catch up with my strokes when I draw with it
normally. I will just stick with the fine."
neo nova,"February 15, 2017","Not quite what I expected. I ordered two of these in high hopes and I've been a
little let down. Both pens are rather dull and the ink flow makes it look as if
they're low on ink. Not a big fan... "
jessie.tran98,"February 2, 2017","I really like the ink and the inkflow. Only wish that I ordered a size bigger
because this is a bit ""too fine"" for me because then the strokes aren't that
obvious(?)"
toyajoyperkins,"January 30, 2017",My favorite out of all the brush pens I own. 
kamenriderneko,"January 27, 2017",Really love this one! Will definitely get another when I use mine all up.
lbenkers,"January 27, 2017","I use this pen daily.  Works great as a planner/note taking pen as wells hand
lettering and crafting."
elizabeth.wentworth.226,"January 24, 2017",Great pen. Doesn't bleed and super fine
jnolan0,"January 24, 2017","I've had this pen for two or three days it writes really well but the tip is
already getting dull "
Adan,"January 21, 2017","It's a great pen for detailing and quick feathering. You just have to be careful
to not press on the tip too hard or you will get bloatches of ink on your art.
Other than that, this is a great pen!"
cheeselol.oragami,"January 6, 2017",Great pen! Very fine or thick lines and dark ink.
thegneech,"January 5, 2017","In a world where most brush pens are super-pliant and make crazy-thick lines,
these pens have a fine tip with just enough give to create terrific line
variation without being super-sensitive. For someone trained almost entirely on
pencils or Rapidographs doing illustrative lineart (like me) these are the
perfect step up to a more dynamic style.The only downside is they have a limited amount of ink and the lines to start to
gray/streak after a while. On the other hand, the pens are not terribly
expensive, so you won't go broke grabbing multiples."
lluuccyyll,"January 5, 2017","My new favorite pen! I live in a dry climate, so I will see how long it lasts,
but so far I love the tip and flow. "
adamferris.se7en,"January 4, 2017","My new favorite pen for inking comics! It's just really amazing, i can get a
nice variation out of it. Perfection! I do wish they were refillable, but not a
big deal since they are inexpensive."
Nico,"December 12, 2016","I don't reach for this pen often. It really doesn't feel super fine, more
medium. Ink flow is great! Not totally comfortable to hold. "
Nina,"December 1, 2016","One of my favorite brush pens. The ink is dark and the tip is precise enough for
detailed writing and drawing, but also with a little pressure, can be used like
a brush to create strokes. I've already purchased a backup!"
jpruitt0692002,"November 24, 2016",This is my go to inking utensil for all my comic and illustration needs!
romevi86,"November 23, 2016","This is a great little brush pen to start learning to use and it's very cheap,
considering it's dispensable."
RAPIDPUNCHES,"October 4, 2016","Do not let heavy handed artist friends borrow this. The felt tip will grind
down! "
doodlin4ever,"September 21, 2016","Super fine brush pen, I really like this one. A great pen for very fine linework
where you need some slight line width variance, like hair in cartoon or comic
art. The tip is a more firm brush pen type, helps control rendering."
blankdiploma,"September 5, 2016","Extremely disappointed in the pens I received. The texture of the brush tip is
very uneven, so unless I draw excruciatingly slowly I don't get an even ink flow
and my lines are spotty and irregular. Boo."
Croci,"August 31, 2016","For anyone looking at brush pens, these are by far some of the best on the
market.The line variation on these babies is fantastic, they're not too hard or too
soft and are very easy to work with. I primarily use these for inking
illustrations, although they're just as great as writing pens. These pens have
successfully replaced all of my technical drawing bullet and brush nib pens. I do think the super fine nib lends itself better to writing than drawing
however, it can get a little scratchy when it comes to longer lines and certain
angles. The super fine is still a great little pen, but I'd recommend the fine
nib for drawing."
jeanbentzen,"August 4, 2016","I really enjoy the tip on the zebra pen. The variation lines you can do with
this pen is amazing."
kiirome,"August 4, 2016","Great pen. A bit thin for my tastes but for those who are looking for this
thickness then it is great. "
kaylager,"July 29, 2016","This pen is so beautiful it makes my writing look nice although I hardly use it
for that only for cards and for when drawing oh it's so beautiful. very crisp
lines and can make them so thin."
KimchiKicks,"July 25, 2016","I wish this pen lasted longer, I've purchased it 3 times. It is however
incredibly addicting and I must say, I LOVE how dark this ink is. Solid black.
The brush pen is perfect for fine minute details as well. I have had no issues
with ink consistency as well. I will keep buying these. The price is right and I take them with me everywhere.
"
dany.coldbeir,"July 20, 2016","Excelente, uno de los mejores que hay.Excellent, one of the better ones out there."
daniellewedding2011,"July 8, 2016",This brush pen is great for handlettering.
cynthiajane,"July 6, 2016","it's a nice brush pen but it takes a while to dry and it smudges. it's not
waterproof or copic proof (when I tried them). "
emilie.baylay,"June 30, 2016","This is my first brush pen I have ever used so if the brush drying out
occasionally  is normal. I didn't like how dry it would get. "
akoszis,"June 26, 2016","An immediate permanent addition to my pen line-up. I was getting tired of having
to pull out and juggle my normal inking pen, and then two fine liner pens for
the smaller details and touch-ups. This one definitely replaced any fineliners I
had, because while its very fine, its also a brush and you can get some variety
of line weight in it. I showed it to my friends and they immediately asked me to
order more for them. "
cc_orli,"June 23, 2016","After only a couple uses, the tip got a little feathered/flaked bit which now
makes ugly little connector lines by all my strokes. I think I can cut it off if
I'm careful but kindof disappointed it happened after two uses. The pen itself
has a nice, fine stroke."
GoldilocksZone,"June 21, 2016","This is by far my favorite pen I own for small lettering. You can get perfectly
defined thick to thin lines, and it can handle the pressure very well. Will
definitely repurchase."
vsock,"June 9, 2016","Great for the price. If you want something with quicker flow & darker ink,
you'll have to shill for something a little more expensive. Otherwise Zebra's
lineup is great for lineart & writing."
Kirk,"June 8, 2016","Can't say anything bad about it. I bought the Kuretake, a Tombow and this Zebra.
Although I prefer the Kuretake, the Zebra is still a solid brush pen. "
tonytagg,"June 8, 2016",wonderful point and smoothness
offshore.bodean,"June 7, 2016",great brush but does bleed when using with markers.
nohemy.nr84,"June 4, 2016",I enjoy using these pens when writing small details. 
buddymc,"May 30, 2016","Bought this on the recommendation from a blog.  Wish I had bought a couple of
more.  Nice black, easy to control and variable lines.  So, yes I will be buying
more."
ayannapaarkins.77,"May 15, 2016",I love inking with this pen great quality...!!!
skambitsis,"April 13, 2016","Great tip, they are disposable so they don't last long, but make a great line.
Worth the money. "
pdickinson83,"March 29, 2016",Like this for brush lettering
hobbes513,"March 24, 2016",These pens are the bees knees
nicole.brunson48,"March 8, 2016","This is the pen I start all of my beginner class participants out on. It's a
wonderful beginners pen for learning and great for advanced projects as well.
It's my go to for tons of stuff. "
Kylekhansketches,"March 5, 2016","This pen is amazingly brisk, and the line variations I thought everyone was
reviewing about are no joke. I was surprised at the thin lines that this pen
puts out. I love it, and even though the tip may wear out eventually, I am
looking forward stocking up on these again in the future, but hope it dries out
before it's use does. Hands down, an excellent felt tip pen. "
marywerner,"February 17, 2016","Really like this pen - wish it was refillable but really like how it writes and
very glad I tried it. "
martindnajera,"January 20, 2016",Buena 
DiazArtist,"January 13, 2016","Pretty good pen with a nice tip. I've used them to write some Certificate of
Authenticities and they work well. Eventually the tip gets like most other felt
tips or whatever material this one is made of. The lines end up being bulky, but
still have ink. A very nice brush. I think I've used it a few times on artwork."
james.turner.jr,"December 30, 2015",An excellent pen for sketching and cartooning. Nothing more needs to be said.
bigfish,"December 29, 2015",Still my favorite brush pen. Perfect for fine details and stippling.
imginbug,"December 29, 2015",Exactly what I needed. love these pens
shaoshao116,"December 28, 2015",Like how it feels in my hand. 
gimmeny,"December 15, 2015","I did not expect to like this pen so much, but I am completely enamored. Nice
and juicy. Sightly flexible tip so it isn't too hard."
beautifulearth1997,"December 8, 2015","Arrived promptly and in good condition and nice packaging! Remember when your
opening them you need to shake them/ break them in to get the ink to the tip!
They work great!! <3 Definitely going to purchase again in the future! "
njdallman,"November 19, 2015",Love the way this pen writes.
gombuk99,"November 14, 2015","The Zebra is very similar to the Tombow hard pen, but just finer. As such it is
a super versatile pen especially for use in drawing rather detailed but small
images, such as faces in a comic panel. It's flexibility allows for thicker or
thinner lines, unlike technical pens, for those tiny nose shadows! "
qkhwaja,"November 12, 2015","Loved this pen.  The only thing was that it was dry, but it was easy to refill
it with ink."
klruth,"November 9, 2015",Smells kind of weird.
rschoenrock07,"November 2, 2015","Easily the work-horse of my pen collection. It has a nice, firm nib with the
right amount of flexibility, and I've found that the ink is darker than the
Sailor's ink. It's also just the right price~very helpful for us starving
artists :)"
mattnelson,"October 3, 2015","I use these and the Pentel Pocket brush to ink my drawings (mostly cartoon
style.) I like the sharp lines and ease of use that the Zebra pens have. Great
for those starting out with brush pens, as I am. "
sketchingmonsters,"October 1, 2015","This pen simply outperforms other brush pens I've tried. I highly recommend the
Zebra for line art. Excellent buy and Jet Pens is an amazing retailer; every
item arrives meticulously packaged and preserved. I'll be buying lots more!"
celina.h,"September 23, 2015",Lasts long and dependable!
courtney98098,"September 18, 2015","Really nice super fine point but not that great for calligraphy because the
brush tip doesn't flex much."
noseln77,"September 8, 2015",I love it! Great pen for handlettering!
Carollowne,"September 6, 2015","Excellent pen...slightly firm tip may be really useful for those just learning
to sketch with brush pens."
flutterwhirl,"September 6, 2015","At first I was hesitant to get this since my most favorite of drawing pens are
black micron 005. However, when I tried this out I was floored by the amazing
smooth way this glides on the paper! I honestly could not stop drawing with this
great pen! The tiny brush allows for some excellent detailing and now this pen
has a place in my case alongside my microns! "
luv2shop29403,"September 4, 2015","I love this pen, very comfortable to write with. I need to find one in Fine
point."
amycluo,"August 9, 2015","Super fine tip that is perfect for calligraphy. The tip seems like it will last
quite awhile too!"
belladumonde,"August 6, 2015",My go to brush pen. Reliable dark black ink with good line variation.
thetinyfoxblog,"July 22, 2015","I love using this for fine lines, just wish it was waterproof ink"
jkgirlster,"July 14, 2015","My favourite pens! I love that the tip doesn't fray or get ruined easily. It
makes an excellently controlled fine line, AND a decently thick line, both with
wonderful control thanks to the firmness of the tip. The ink is nice and dark. I
was gifted this pen by a friend, and had to come back and buy more!"
thirdpotato,"July 13, 2015","Must-have for artists!This pen is fantastic for artists who want detailed artwork with a good amount
of line weight. The pigment is rich and doesn't erase away. It's also water
proof, but let the ink dry well on the page first. Great for heavy handed
artists like myself as well. This is one of my favorite in my collection. "
ryan.edwards59,"July 6, 2015","One of my favorites new. Great line variation, rich black ink, and surprisingly
good at spotting small areas"
jumpincat13,"June 16, 2015","Perfect for clean lines.Comic,cartoon style,very tight drawing."
vikkimrls,"June 5, 2015",Awesome pen. Very smooth
nbruno81,"June 4, 2015","I like this, its thinner tip than a sharpie. I use it all the time in my art
journal."
mark,"June 4, 2015","Amazing pen, but a little too fine for my tastes. Otherwise a top notch brush
pen. Well worth trying."
thecapturedspy,"May 20, 2015",Love this pen! Very smooth. Allows for a lot of detail work.
strychalskikazper,"May 4, 2015","It is pretty good with black ink quality but it can leak black ink easily which
is unfortunate "
tjsharich,"April 29, 2015","Love working with this thin of a tip. Most detailed and thinnest lines I've got
from a pen. 10/10 would buy."
DRobinson,"April 13, 2015","This pen is good and fun to draw with, but I've had some problems with it
feathering."
beard_duane,"April 10, 2015",Go for some other super fine pen
akefiasgirl,"April 10, 2015",Good brush pen. Would buy it again
Amdovsen,"April 7, 2015","Better than i expected! This is my first Zebra. It doesnt bleed through my
regular Moleskine. It has a nice firm brush tip. You can get fine lines or thick
lines easily. "
anungunrama,"April 3, 2015",Great pen! And Jet Pens is such a pleasure to work with!
Savvy,"March 16, 2015","The ink is really smooth in this pen. But the nib is a little smaller than
expected, and it's easiely worn."
Samuel_szymanski,"March 11, 2015","Probably my favorite sketching tool. The lines can go from really thin to really
thick with a reasonable amount of pressure. This is a very easy pen to control!
Super fine is my favorite size, I feel like it offers the best range. It's
difficult to get super think lines with larger sizes, but super fine can reach a
pretty thick sized line easily. And another plus, they are SUPER cheap. I don't
intend to ever be without one of these again."
romevi86,"February 20, 2015","Nice disposable brush pen. Probably my only one I’ll own. The other brush pen
I have has refillable cartridges and is made by Sailor. At one point it was
scarce, but now is readily available.So when I saw this disposable one by Zebra I decided to get it as well. It’s a
fine one and definitely a must for those interested in learning about brush
pens."
Howard Tayler,"February 11, 2015","This is one of my go-to pens for initial line art. At its fattest, the line goes
a little scratchy, but for fine strokes the pen is kind of perfect."
robokitty,"February 11, 2015","I love this brush, again like the other zebra brush great for small details. "
ozworks22,"February 7, 2015","A fave, flexible and versatile."
perrinog,"January 31, 2015","Very fine line for a brush.  Intense black ink.  The tip will replicate the mark
made with an .05 Micron pen, but the brush tip (though not very flexible) will
still allow for far more line variation than you would get from a non brush tip.
"
gracesabella,"January 23, 2015","This brush pen is the best! Definitely my favorite that I've tried so far. The
tips is a bit stiff and very fine at first, but it loosens up quickly (after a
page or two). It's still pretty fine but also a bit soft and flexible. Very
enjoyable to write with."
brightworkpress,"January 22, 2015","I've tried a bunch of brush pens, and the Zebra disposable brush pens are by far
my favorites. If you like a firmer nib and find many brush pens too floppy,
you'll probably like these. The firmer nibs give you great control with little
effort. The ink is very black, dries very fast, and – best of all – it's
totally waterproof. You can quickly do corrections with a white gel pen, with no
bleed at all."
joselyn,"January 5, 2015",This is a great pen I recommend this to anyone who draws.
nami,"January 3, 2015","The super sharp tip depicted in the photo wears down after a while, but even
then, this pen is capable of still making very thin lines.  Part of this has to
do with the rigidity of the tip, which gives you good control.  The ink is very
black and fairly water-resistant, if you give the ink a little time to absorb
into the paper (this depends on what kind of paper you're using, obviously). 
The tip seems very tough and can take a lot of abuse, so if you have a heavy
hand, this isn't going to splay like some of the softer brush tips.  Might get a
bit streaky if you sketch very fast."
hgp,"January 1, 2015",Fine as ever!
pbpartido,"December 18, 2014",Incredible variety with this pen!! Definitely should own a number of these.
howdy,"December 1, 2014","A great all around brush pen for the casual doodler to the professional artist.
I've never had a problem with a Zebra leaking or the point wearing out before
the ink supply. I'm not kidding when I say this pen changed my creative life and
took me to new places artistically. "
furthermorepress,"November 20, 2014","I'm really enjoying this simple brush pen; especially for non-everyday
envelopes."
bogmire7,"November 13, 2014","I got this just to try it out, and I absolutely love it. Its so much fun to
write with. "
terrygarrett763,"November 11, 2014",It's wonderful to have this size.
margie,"October 27, 2014","Nib maintains its point for a LONG time. The ink is very black. For the price
these are great pens for calligraphy and illustration."
nonchalance_is_dead,"October 17, 2014","Where has this brush pen been all my life, and why did it take me so long to
find out how amazing it is? Seriously, the ink is such a gorgeous shade of
black, and the line variety is simply astounding. I'm definitely going to
purchase more!"
biffybeans,"October 10, 2014","Love. A fav. 4 stars because they don't last long and you can't draw long lines
without the ink petering out. "
John Verone,"September 19, 2014","This pen was terrific for a while, it's lines varied which is why i loved it,
but after a couple times using it I noticed that the tip slowly gotten wider and
wider, changing it's lightest width of 0.20mm to a 0.45mm and my lines are now
too thick for my smaller pictures."
liralenli,"October 18, 2013","Great variation of line, nice tip, and feather-free ink. I love it for the
price, too, and it's perfect for my Chinese homework."
larryhuynh.l,"June 3, 2012","Boss! I recived my Zebra Brush Pen yesterday and it is a good brush pen. Almost
everything about the pen is awesome exept for one thing: after a few times
writing with this pen, the ink is almost dead. I'll try to order more."
ivan_mello7,"December 10, 2011","I really liked how it can be so professional and so cheap at the same time!
Awesome brush pen. "
angeles.twu,"July 27, 2011","Very nice pen. It makes everything I write look much sharper and crisper. I get
compliments on my handwriting. I have not had any trouble with streaking."
eryncupcake,"May 16, 2011","Perfect for line variation and such. Kinda looks dry and rough if you make a
mark too fast. Maybe it's just the pen I got. It's really really great for it's
price though! I almost spent $20 for a pen similar to this one!"
emily,"March 5, 2011","It's got a lovely tip and is really easy to control. It dries up a little, very
quickly, so you have to draw slowly with it after the first few days of using
it. Still a really nice pen, though. My favorite. _3"
aikoekadan,"February 25, 2011","This pen has a sturdy tip that doesn't get bent out of shape. The ink is dark
and smooth, and doesn't streak at all. I found it to be superior to the Kuretake
disposable sign pen, and you can't beat the price!"
iluvkevs,"August 1, 2010","A very fun pen =] The ink seems blacker than the brush pens by Kuretake and
Tombow. The line width is very flexible and easy to control. Good pen, I'm
buying more later!"
ipfrazer,"June 19, 2010","Love the colour, for the price, hey, what the heck? Buy this! Very sturdy while writing..."
pikapika123,"May 26, 2010","This is a pretty sturdy brush pen. I use this mainly for drawing. However, one
thing I don't like is that it sometimes comes out scratchy or...bordered.
Overall, I like this pen. I bought a spare in case the one I'm using runs out."
Thomas Schmall,"October 1, 2009","I'm using this since years now after I found them in Japan. After trying
literally hundreds of pens this is the one I stuck with. It creates a great line
- it allows perfect control over the line width, by being a bit firmer than
other brush pens. Additionally it is good for transporting in a pocket - it never runs out (just
sometimes the ink gets very fluid, I have not figured out why yet). It's perfect
if you're learning Japanese writing - learning a nice style and stroke order
will come more natural to you.Only drawback is that the tip quality goes down fast - especially the very fine
top and fluidy goes away fast - you have to switch every month or so (depending
on the use of course). A more durable tip would make this the perfect pen."
k454ix,"August 4, 2009","This pen is great for artists!! It has a nice firmness that allows for lots of
control, but has much range in line weight. I definitely recommend this for
others who love to work in ink and get tired of making 'artificial' line weight
with pigment liners."
ihavecomputer,"April 7, 2009","Pros: I love Zebra and I love brushes so this one's a no-brainer. I use it daily
for sketching (along w/ the medium weight version), writing, even sign checks
with it. The felt nib is firm and bends nicely under pressure, it'll lay down
anything from a thin scratch to a rich black ribbon. Be aware that this brush
differs significantly from nylon-tipped brushes which are softer and more
painterly. Pen construction is solid, stylish, and durable. You will lose it
before it breaks / runs out. Cons: After heavy usage the nib will soften semi-permanently, creating wetter,
heavier lines. Pen is still very usable at that point, I keep them around in
case I need something between Super Fine and Medium.  Verict: True workhorse. Perfect for dynamic line drawings and sketches.Grade: A+"
don,"October 3, 2008","This is the best pen I have ever used for writing Asian characters! It's very
much like using a tiny brush, and the line variation is incredible, from extra
fine to quite broad. Actually, you have to take care not to press too hard,
because you can easily make the lines broader than you might expect for such a
fine point."
kcgreenn,"September 24, 2008","this pen is the bomb. I haven\'t messed with anything else since I got this pen,
it\'s perfect for tight, small work, like comics, which I do a lot of. I really
can\'t recommend this pen enough!! I LOVE THIS PEN"
deborahellenschmitt,"March 13, 2021",great tool.
onejamephilly,"February 5, 2014","I purchased this pen in July of 2012 and have used it as an every day pen since.
This is the first fountain pen I have ever purchased. I loved the packaging. I am not sure that it's packaged the same way anymore.
Generally the pen writes very well My only complaint is that the finish, after much use, is wearing off and showing
the copper metal color of the body. While it doesn't effect the writing of the
pen, it makes it look very cheap and/or used. This is the reason for my 4 star
review. I also purchased a fine nib for this pen. If you're ordering for daily writing,
I suggest the medium nib. I barely use the fine nib. Another suggestion I have is that you should always, ALWAYS, leave the pen
retracted when not in use! Even if you're just shuffling some papers to continue
writing. The nib will bend easily. "
Greg,"November 2, 2018","This is an amazing pen for the right user under a certain set of conditions. The
form factor is nice, heavy and smooth. The ""ballpoint-like"" retract feature is
something you'll wonder how you lived without if you take a lot of short notes
and had no idea how much time you used to waste uncapping, posting and recapping
a fountain pen.The medium nib on the Pilot is pretty FAT. Everyone talks about how Japanese
nibs run small and so it is easy to assume a Pilot medium nib would be
equivalent to a Western fine. It's not. Depending on the size of your
handwriting and the kind of paper you use, small handwriting may be illegible
with this pen because it's that broad. On the other hand, it also conceals small
inconsistencies in my still-improving penmanship so I like it.If you like using bottled ink for the color selection, move along and maybe get
a Lamy 2000 instead. The ink converter experience with this pen is absolutely
abysmal. The supplied converter is WAY too small, hard to fill completely, leaks
if the pen gets bumped around too much and is just plain cheaply made compared
to, say,  a Lamy Z24 converter. And nothing with a converter compares to the
capacity and ease of filling of a piston filler. Bottled ink vs. cartridge ink
pens are two different animals for different purposes IMHO.Pilot's ink cartridge color selection is pretty limited but here's why I'm
willing to live with that. The Vanishing point is a premium fountain pen for
people on the go. This is a pen designed to be an EDC pen for general use.
Nobody who takes notes in meetings/class or fills out business/medical paperwork
is going to want to stop to refill a pen from a bottle of ink in the middle of
the day. Carry a spare ink cartridge or two and when your pen runs dry in the
middle of a meeting, just pop a new cartridge in and resume writing. Done. No
wiping the ink off the nib required.If you want a fountain pen to journal or write letters in your favorite color
ink, use a different pen that you can leave at home in your stationery drawer.
But if you want a bombproof, EDC, retractable fountain pen that writes buttery
smooth, the Vanishing Point is worth every penny."
corrydouglas,"August 10, 2015","My first gold nib pen and I absolutely love it. Feels great, the clip placement
not only doesn't bother me, it helps with my grip. Design is stunning. My only
complaint is that I bought this with a medium nib because I heard it writes more
like a fine. I have to say I am inexperienced when it comes to fountain pens but
I would have preferred a fine nib. The pen however is so great, I may just keep
it and choose my next pen with a fine nib! Amazing service and pricing from
JetPens as always."
courtney.boyden,"May 22, 2022","This is my first 18K nib. I prefer a nice thick nib, and this does not
disappoint. The nib is very wet, writes smooth. I have it inked with Pilot
iroshizuku tsuki-yo. It really shows off the nice shading of the ink. I write
rather large and right handed. My one disappointment is the convertor. It is all
the information that you've probably read up on already. The convertor does not
hold a lot of ink, I have to refill it about once or twice a week (I write a lot
of letters and in my planner). Filling the convertor is easily done, but there
is a long process of burping out all the air so that you can get all the ink
possible. Overall, lovely pen and I'm glad that I upgraded - I love that it's a
quick draw EDC. The matte finish makes it a bit of a looker that most people
comment on as they show up to meetings with their simple rollerball bics (I may
have even made a couple fountain pen converts). I don't have any scuffs or
scratches yet, but welcome them!"
generalpostbox1,"December 5, 2022","Love this pen !It’s classic and modern at the same time, and is a very high quality Japanese
pen with a nice smooth gold nib"
qcbabe,"April 11, 2022",My second vanishing point love this pen
lorddisco4,"March 18, 2021","Excellent pen, lovely writing experience. My absolute favorite at the moment. "
epichero81,"February 4, 2021","I goofed. I was so excited for this pen up until I started writing. I went with
the medium nib because I preferred that over the fine nib but I didn't read the
reviews. This medium nib is not a medium it's a broad. It is very smooth and
nice to write with but I have small handwriting so if I'm not careful it just
looks like an inky mess. I'm now need to buy a replacement nib unit. I learned a
valuable lesson to read reviews no matter what."
matt5544,"August 10, 2020","Writes well out of the box. The subtle matte finish is nice in the hand. The pen
feels cool to the touch from the metal under the finish. "
andrewabbate,"February 8, 2018","Love it! I had one of these pens about 15 years ago, I forgot just how special
they are. I love the new finish!"
tinn,"October 11, 2015","The fountain pen body is matte black, looks amazing. I originally bought a fine
nib, but went back and bought a medium nib instead because I write with heavier
pressure. I liked the medium nib at first, it's good when it works well. But..
sometimes the ink doesn't flow well and I'd get empty lines. Wonder why the ink
flow is not consistent, maybe a bad nib....? I am using the pilot black ink
cartridge with this pen. :( "
serenitybosma,"April 3, 2022","I got them to use in my planner, but they bleed threw the pages and I try few
different types of planners. I will still use them for art and I do really like
the colours."
Kmyers55555,"February 26, 2022","They are indeed mild. Usually have to go over them several times to get it to
show up on white paper. "
Latina0429,"October 8, 2022","These colors are REALLY mild. I find I can barely see the dots when used to
bullet journal. I bought these with the hope of keeping it in the Leuchtturm pen
loop of my A6 planner but I don’t use these because they’re  too faint for
me to see it :("
jalmascok,"September 13, 2022","Possibly the most fun thing to come along for list makers with a love for color
all year! We love this!! We all got our favorite color and ended up with one to
share with a grateful and excited-to-receive-it friend!! Ordering more for
gifts. ❤️"
louannel,"September 12, 2022","I use these for planning purposes, using the dots as check off boxes. Works
great! Love the pens."
PuzzlePiece,"March 31, 2022","I didn't need the dual-tip version, since I already have a supply of Mildliners
and Tombows ... so these are PERFECT!"
janesays,"January 13, 2023","I’m a fan of these dot pens. They add a bit of fun to journaling and habit
tracking. Mild colors are my jam."
emilylovan25,"December 12, 2022",Love the colors and they work very well. 
aibous,"November 4, 2022","I love how mild these are; they're perfect for coloring in marker sketches or
drawings with flats. Since they're so mild they don't blend in or cover up the
marker linework."
gabriela.burgoslinares,"October 4, 2022",These are perfect for planners.
tofersmomma,"August 24, 2022",Absolutely love these dot markers and could also be used to highlight!
storerkl9,"June 3, 2022","I love playing with these pale shades. I think these markers would work well for
people who bought the EC Flora planner."
spiffdeb,"May 5, 2022","Love, love,love!  Subtle colors and they are much less “wet” than the
originals I bought when this line first came out. These do not leave a puddle of
ink at the center of each dot like the older ones did.  These function exactly
as they should. Clean, neat perfect dots! "
mimharpist,"April 26, 2022","I have been using these markers to ""dot"" my to-do list.  I wanted a multi-color
set and it only seemed to be available in ""mild color.""  The colors are a bit
more bland than I would prefer (I love bright colors), but they serve their
purpose."
mimivirginiadelacruz,"April 25, 2022","These markers are really fun and good quality, but I find them hard to integrate
into my journaling routine, mostly because they slightly bleed through the paper
I use (80 gsm). They also are a bit harder to adapt to than I assumed they would
be, but that's an issue with my skill, not the markers themselves. Overall I
think they're interesting even if I don't use them super often."
david,"February 25, 2022","It does what is promised, but it takes new techniques. I'll stick with my brush
pens."
ZoeOB,"March 15, 2017","These are some of my favorite everyday pens. My handwriting is rather small so
the .38mm is perfect. My only complaint is: no refills for these colors are
available so I have to buy a new one when the ink runs out. Please, JetPens,
offer refills in these great colors. "
davidoneill,"October 26, 2017","So far, I'm mostly loving these pens.  I like having the ability to write in
slightly different colors for differentiating my notes, but still have the ink
look mostly black so it's easy to read.Occasionally the ink will fail to run smoothly leading to a scratchy feeling. 
I'm hoping this doesn't get worse with time (I've had them for about a month so
far)"
patriziarfreeman,"October 19, 2017","There is something deliciously decadent about these pens.  It’s the rich,
black-infused color.  I love them sooooooo much!!!  Might have to get another
set as backups."
